"Device UUID","Device Name","Policy Setting","Compliance Status","Policy","Policy Path"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Routing and Remote Access (RemoteAccess)","Computer Configuration/Windows Settings/Security Settings/System Services"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Scan removable drives","Computer Configuration/Administrative Templates/Windows Components/Windows Defender Antivirus/Scan"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Screen saver timeout","User Configuration/Administrative Templates/Control Panel/Personalization"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Take ownership of files or other objects","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","System objects: Require case insensitivity for non-Windows subsystems","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Store passwords using reversible encryption","Computer Configuration/Windows Settings/Security Settings/Account Policies/Password Policy"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","SSDP Discovery (SSDPSRV)","Computer Configuration/Windows Settings/Security Settings/System Services"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Specify the maximum log file size (KB)","Computer Configuration/Administrative Templates/Windows Components/Event Log Service/System"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Specify the maximum log file size (KB)","Computer Configuration/Administrative Templates/Windows Components/Event Log Service/Setup"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Internet Connection Sharing (ICS) (SharedAccess)","Computer Configuration/Windows Settings/Security Settings/System Services"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Specify the maximum log file size (KB)","Computer Configuration/Administrative Templates/Windows Components/Event Log Service/Security"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Simple TCP//IP Services (simptcp)","Computer Configuration/Windows Settings/Security Settings/System Services"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Sign-in and lock last interactive user automatically after a restart","Computer Configuration/Administrative Templates/Windows Components/Windows Logon Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Shut down the system","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Set the default behavior for AutoRun","Computer Configuration/Administrative Templates/Windows Components/AutoPlay Policies"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Set client connection encryption level","Computer Configuration/Administrative Templates/Windows Components/Remote Desktop Services/Remote Desktop Session Host/Security"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Select when Quality Updates are received","Computer Configuration/Administrative Templates/Windows Components/Windows Update/Windows Update for Business"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Select when Preview Builds and Feature Updates are received","Computer Configuration/Administrative Templates/Windows Components/Windows Update/Windows Update for Business"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Specify the maximum log file size (KB)","Computer Configuration/Administrative Templates/Windows Components/Event Log Service/Application"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Xbox Live Game Save (XblGameSave)","Computer Configuration/Windows Settings/Security Settings/System Services"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Interactive logon: Smart card removal behavior","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Interactive logon: Machine inactivity limit","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Other System Events","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/System"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Other Policy Change Events","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Policy Change"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Other Object Access Events","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Object Access"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Other Logon/Logoff Events","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Logon/Logoff"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit MPSSVC Rule-Level Policy Change","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Policy Change"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Logon","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Logon/Logoff"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Logoff","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Logon/Logoff"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit IPsec Driver","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/System"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Group Membership","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Logon/Logoff"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit File Share","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Object Access"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Detailed File Share","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Object Access"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Credential Validation","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Account Logon"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Authorization Policy Change","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Policy Change"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Authentication Policy Change","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Policy Change"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Audit Policy Change","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Policy Change"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit PNP Activity","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Detailed Tracking"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Application Group Management","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Account Management"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Process Creation","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Detailed Tracking"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Security Group Management","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Account Management"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Computer Browser (Browser)","Computer Configuration/Windows Settings/Security Settings/System Services"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Change the time zone","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Change the system time","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Boot-Start Driver Initialization Policy","Computer Configuration/Administrative Templates/System/Early Launch Antimalware"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Block user from showing account details on sign-in","Computer Configuration/Administrative Templates/System/Logon"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Block all consumer Microsoft account user authentication","Computer Configuration/Administrative Templates/Windows Components/Microsoft account"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Back up files and directories","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Audit: Shut down system immediately if unable to log security audits","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit User Account Management","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Account Management"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit System Integrity","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/System"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Special Logon","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Logon/Logoff"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Sensitive Privilege Use","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Privilege Use"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Security System Extension","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/System"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Security State Change","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/System"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Removable Storage","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Object Access"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Configure Attack Surface Reduction rules","Computer Configuration/Administrative Templates/Windows Components/Windows Defender Antivirus/Windows Defender Exploit Guard/Attack Surface Reduction"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Audit Account Lockout","Computer Configuration/Windows Settings/Security Settings/Advanced Audit Policy Configuration/System Audit Policies - Local Group Policy Object/Logon/Logoff"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Always prompt for password upon connection","Computer Configuration/Administrative Templates/Windows Components/Remote Desktop Services/Remote Desktop Session Host/Security"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow Basic authentication","Computer Configuration/Administrative Templates/Windows Components/Windows Remote Management (WinRM)/WinRM Service"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow Basic authentication","Computer Configuration/Administrative Templates/Windows Components/Windows Remote Management (WinRM)/WinRM Client"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Adjust memory quotas for a process","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Act as part of the operating system","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Accounts: Rename guest account","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Accounts: Rename administrator account","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Accounts: Limit local account use of blank passwords to console logon only","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Accounts: Guest account status","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Accounts: Block Microsoft accounts","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Accounts: Administrator account status","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Account lockout threshold","Computer Configuration/Windows Settings/Security Settings/Account Policies/Account Lockout Policy"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Account lockout duration","Computer Configuration/Windows Settings/Security Settings/Account Policies/Account Lockout Policy"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Access this computer from the network","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Access Credential Manager as a trusted caller","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"e4047b67-8f57-4699-a99e-898a2fa9e22b","EUCOCTO-OU90U4T","Disabled","NonCompliant","Accounts: Administrator account status","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow Cortana","Computer Configuration/Administrative Templates/Windows Components/Search"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Apply UAC restrictions to local accounts on network logons","Computer Configuration/Administrative Templates/MS Security Guide"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow Cortana above lock screen","Computer Configuration/Administrative Templates/Windows Components/Search"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Allow log on locally","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Always install with elevated privileges","User Configuration/Administrative Templates/Windows Components/Windows Installer"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Always install with elevated privileges","Computer Configuration/Administrative Templates/Windows Components/Windows Installer"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow Windows to automatically connect to suggested open hotspots, to networks shared by contacts, and to hotspots offering paid services","Computer Configuration/Administrative Templates/Network/WLAN Service/WLAN Settings"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Allow Windows Ink Workspace","Computer Configuration/Administrative Templates/Windows Components/Windows Ink Workspace"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow users to enable online speech recognition services","Computer Configuration/Administrative Templates/Control Panel/Regional and Language Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow user control over installs","Computer Configuration/Administrative Templates/Windows Components/Windows Installer"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow unencrypted traffic","Computer Configuration/Administrative Templates/Windows Components/Windows Remote Management (WinRM)/WinRM Service"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow unencrypted traffic","Computer Configuration/Administrative Templates/Windows Components/Windows Remote Management (WinRM)/WinRM Client"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Allow Telemetry","Computer Configuration/Administrative Templates/Windows Components/Data Collection and Preview Builds"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow Sideloading of extension","Computer Configuration/Administrative Templates/Windows Components/Microsoft Edge"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow search and Cortana to use location","Computer Configuration/Administrative Templates/Windows Components/Search"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow network connectivity during connected-standby (plugged in)","Computer Configuration/Administrative Templates/System/Power Management/Sleep Settings"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow network connectivity during connected-standby (on battery)","Computer Configuration/Administrative Templates/System/Power Management/Sleep Settings"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Allow Microsoft accounts to be optional","Computer Configuration/Administrative Templates/Windows Components/App runtime"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Allow log on through Remote Desktop Services","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Allow indexing of encrypted files","Computer Configuration/Administrative Templates/Windows Components/Search"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Configure Automatic Updates","Computer Configuration/Administrative Templates/Windows Components/Windows Update"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Configure cookies","Computer Configuration/Administrative Templates/Windows Components/Microsoft Edge"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Configure detection for potentially unwanted applications","Computer Configuration/Administrative Templates/Windows Components/Windows Defender Antivirus"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Enable RPC Endpoint Mapper Client Authentication","Computer Configuration/Administrative Templates/System/Remote Procedure Call"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Enable local admin password management","Computer Configuration/Administrative Templates/LAPS"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Enable insecure guest logons","Computer Configuration/Administrative Templates/Network/Lanman Workstation"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Enable computer and user accounts to be trusted for delegation","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Download Mode","Computer Configuration/Administrative Templates/Windows Components/Delivery Optimization"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Domain member: Require strong (Windows 2000 or later) session key","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Domain member: Maximum machine account password age","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Domain member: Disable machine account password changes","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Domain member: Digitally sign secure channel data (when possible)","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Domain member: Digitally encrypt secure channel data (when possible)","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Domain member: Digitally encrypt or sign secure channel data (always)","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Do not use temporary folders per session","Computer Configuration/Administrative Templates/Windows Components/Remote Desktop Services/Remote Desktop Session Host/Temporary folders"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Do not suggest third-party content in Windows spotlight","User Configuration/Administrative Templates/Windows Components/Cloud Content"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Do not show feedback notifications","Computer Configuration/Administrative Templates/Windows Components/Data Collection and Preview Builds"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Do not preserve zone information in file attachments","User Configuration/Administrative Templates/Windows Components/Attachment Manager"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Enable screen saver","User Configuration/Administrative Templates/Control Panel/Personalization"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Do not enumerate connected users on domain-joined computers","Computer Configuration/Administrative Templates/System/Logon"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Enable Structured Exception Handling Overwrite Protection (SEHOP)","Computer Configuration/Administrative Templates/MS Security Guide"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Encryption Oracle Remediation","Computer Configuration/Administrative Templates/System/Credentials Delegation"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Interactive logon: Don't display last signed in","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Interactive logon: Do not require CTRL+ALT+DEL","Computer Configuration/Windows Settings/Security Settings/Local Policies/Security Options"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Infrared monitor service (irmon)","Computer Configuration/Windows Settings/Security Settings/System Services"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Increase scheduling priority","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Disabled","NotAvailable","Include command line in process creation events","Computer Configuration/Administrative Templates/System/Audit Process Creation"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Impersonate a client after authentication","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","IIS Admin Service (IISADMIN)","Computer Configuration/Windows Settings/Security Settings/System Services"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Hide Network Locations icon on desktop","User Configuration/Administrative Templates/Desktop"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Hardened UNC Paths","Computer Configuration/Administrative Templates/Network/Network Provider"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Generate security audits","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Force specific screen saver","User Configuration/Administrative Templates/Control Panel/Personalization"
"a63370ca-5aba-463b-b7a5-8447857e234d","EUCOCTO-U3QOQD9","Enabled","NotAvailable","Force shutdown from a remote system","Computer Configuration/Windows Settings/Security Settings/Local Policies/User Rights Assignment"
